weather_id,site_id,weather_date,avg_temperature_c,wind_speed_mps,solar_irradiance_kwh_m2,rainfall_mm
W00945,S003,2024-07-31,17.69,10.21,1.48,7.23
W00946,S003,2024-08-01,14.96,4.17,2.96,4.31
W00947,S003,2024-08-02,12.07,6.67,0.67,9.11
W00948,S003,2024-08-03,22.01,10.65,1.56,0.83
W00949,S003,2024-08-04,10.79,7.15,2.13,2.74
W00950,S003,2024-08-05,8.91,11.73,4.32,0
W00951,S003,2024-08-06,12.01,11.89,2.15,5.32
W00952,S003,2024-08-07,20.25,6.59,2.64,1.37
W00953,S003,2024-08-08,22.07,10.93,2.29,0
W00954,S003,2024-08-09,22.03,6.41,1.82,0
W00955,S003,2024-08-10,21.54,8.0,2.02,0
W00956,S003,2024-08-11,18.83,8.35,2.01,0
W00957,S003,2024-08-12,21.56,9.55,2.8,0
W00958,S003,2024-08-13,13.34,10.4,2.38,10.86
W00959,S003,2024-08-14,19.46,11.14,2.26,3.97
W00960,S003,2024-08-15,13.42,5.86,2.58,0
W00961,S003,2024-08-16,22.21,4.42,1.36,2.15
W00962,S003,2024-08-17,8.49,2.41,3.38,6.53
W00963,S003,2024-08-18,15.42,11.56,1.62,4.44
W00964,S003,2024-08-19,24.94,5.14,2.42,4.87
W00965,S003,2024-08-20,11.68,4.12,2.19,3.76
W00966,S003,2024-08-21,19.87,4.97,2.25,3.33
W00967,S003,2024-08-22,15.38,5.11,2.36,4.13
W00968,S003,2024-08-23,12.95,5.79,1.91,4.03
W00969,S003,2024-08-24,19.33,6.19,2.57,2.99
W00970,S003,2024-08-25,9.72,5.48,0.87,1.06
W00971,S003,2024-08-26,15.42,11.56,0.86,11.23
W00972,S003,2024-08-27,17.45,3.99,1.67,7.23
W00973,S003,2024-08-28,17.94,13.73,3.61,4.91
W00974,S003,2024-08-29,21.25,5.99,1.53,4.01
W00975,S003,2024-08-30,15.26,6.96,2.79,7.55
W00976,S003,2024-08-31,16.01,13.98,1.54,3.84
W00977,S003,2024-09-01,7.01,5.87,1.34,7.45
W00978,S003,2024-09-02,19.39,6.95,0.64,9.64
W00979,S003,2024-09-03,17.1,7.22,1.68,8.8
W00980,S003,2024-09-04,15.2,5.63,1.75,4.89
W00981,S003,2024-09-05,14.75,7.21,3.95,8.77
W00982,S003,2024-09-06,17.14,11.43,2.05,6.88
W00983,S003,2024-09-07,12.31,5.6,2.1,7.96
W00984,S003,2024-09-08,20.57,12.4,0.1,1.51
W00985,S003,2024-09-09,18.53,9.11,2.01,2.56
W00986,S003,2024-09-10,17.67,9.5,2.73,0
W00987,S003,2024-09-11,18.31,11.99,2.63,1.08
W00988,S003,2024-09-12,10.64,5.97,2.4,0
W00989,S003,2024-09-13,18.92,8.7,2.09,10.32
W00990,S003,2024-09-14,14.91,2.75,0.96,3.04
W00991,S003,2024-09-15,11.12,12.7,0.82,0.67
W00992,S003,2024-09-16,14.54,7.01,3.12,0.38
W00993,S003,2024-09-17,24.35,5.28,2.24,6.92
W00994,S003,2024-09-18,15.78,7.79,3.38,8.27
W00995,S003,2024-09-19,19.27,9.67,2.42,0
W00996,S003,2024-09-20,27.14,9.27,3.17,0
W00997,S003,2024-09-21,-2.41,7.48,2.83,0.34
W00998,S003,2024-09-22,17.06,6.17,2.68,1.32
W00999,S003,2024-09-23,13.94,12.97,2.17,0
W01000,S003,2024-09-24,8.08,3.68,1.6,8.75
W01001,S003,2024-09-25,12.86,5.83,1.33,4.76
W01002,S003,2024-09-26,18.52,9.17,1.83,4.23
W01003,S003,2024-09-27,26.4,8.22,2.67,7.89
W01004,S003,2024-09-28,21.22,12.93,3.09,5.65
W01005,S003,2024-09-29,13.12,8.34,2.45,0
W01006,S003,2024-09-30,15.98,12.59,1.65,2.56
W01007,S003,2024-10-01,9.42,9.13,0.48,8.1
W01008,S003,2024-10-02,7.53,8.19,2.33,7.34
W01009,S003,2024-10-03,8.53,13.33,1.84,3.68
W01010,S003,2024-10-04,13.25,11.43,3.04,0
W01011,S003,2024-10-05,16.22,9.14,2.7,0
W01012,S003,2024-10-06,19.08,6.98,3.54,0
W01013,S003,2024-10-07,20.52,13.29,2.62,12.5
W01014,S003,2024-10-08,16.1,13.75,2.14,6.9
W01015,S003,2024-10-09,16.34,9.33,2.09,5.09
W01016,S003,2024-10-10,19.93,10.32,1.49,5.42
W01017,S003,2024-10-11,13.18,10.56,1.48,0.76
W01018,S003,2024-10-12,15.75,6.96,2.42,5.13
W01019,S003,2024-10-13,17.58,10.1,0.9,3.46
W01020,S003,2024-10-14,9.34,4.85,1.97,4.45
W01021,S003,2024-10-15,16.19,9.49,0.9,3.8
W01022,S003,2024-10-16,9.49,9.32,1.35,5.93
W01023,S003,2024-10-17,21.78,10.72,3.04,1.45
W01024,S003,2024-10-18,16.59,6.12,2.51,0
W01025,S003,2024-10-19,20.49,9.42,1.18,10.33
W01026,S003,2024-10-20,16.7,10.87,1.3,4.03
W01027,S003,2024-10-21,15.05,6.18,2.52,0
W01028,S003,2024-10-22,23.89,9.93,2.47,2.25
W01029,S003,2024-10-23,22.8,8.33,0.93,8.48
W01030,S003,2024-10-24,24.51,5.56,1.66,2.85
W01031,S003,2024-10-25,15.86,8.53,2.61,9.65
W01032,S003,2024-10-26,16.28,7.38,1.48,9.28
W01033,S003,2024-10-27,17.91,6.41,1.92,3.66
W01034,S003,2024-10-28,15.05,5.61,2.46,9.65
W01035,S003,2024-10-29,19.78,8.42,2.33,4.11
W01036,S003,2024-10-30,17.12,10.09,2.65,5.99
W01037,S003,2024-10-31,15.21,2.08,1.73,1.36
W01038,S003,2024-11-01,6.6,12.84,2.11,0
W01039,S003,2024-11-02,11.61,4.91,2.63,0
W01040,S003,2024-11-03,6.66,4.84,3.0,1.79
W01041,S003,2024-11-04,5.9,5.6,2.32,1.74
W01042,S003,2024-11-05,3.92,5.25,2.27,6.05
W01043,S003,2024-11-06,17.49,7.4,2.46,11.52
W01044,S003,2024-11-07,2.34,6.71,1.02,1.56
W01045,S003,2024-11-08,2.22,8.9,2.07,0
W01046,S003,2024-11-09,8.7,3.26,1.72,0
W01047,S003,2024-11-10,5.58,6.86,2.45,3.75
W01048,S003,2024-11-11,5.07,8.58,0.99,1.74
W01049,S003,2024-11-12,0.94,4.34,3.78,0
W01050,S003,2024-11-13,-0.56,6.66,2.59,1.45
W01051,S003,2024-11-14,3.46,5.8,1.66,6.48
W01052,S003,2024-11-15,10.82,7.54,2.25,4.85
W01053,S003,2024-11-16,10.22,6.09,2.02,2.75
W01054,S003,2024-11-17,10.48,5.79,2.53,4.66
W01055,S003,2024-11-18,-5.24,10.05,1.17,0
W01056,S003,2024-11-19,8.45,8.78,1.16,4.61
W01057,S003,2024-11-20,-0.27,12.17,1.3,2.96
W01058,S003,2024-11-21,2.85,12.63,2.7,0
W01059,S003,2024-11-22,5.98,10.77,2.06,2.29
W01060,S003,2024-11-23,9.39,7.29,2.04,10.16
W01061,S003,2024-11-24,9.09,6.85,1.25,1.89
W01062,S003,2024-11-25,16.53,5.31,2.14,0
W01063,S003,2024-11-26,1.75,5.3,3.1,2.97
W01064,S003,2024-11-27,10.02,9.51,1.49,0
W01065,S003,2024-11-28,5.34,6.62,2.56,0
W01066,S003,2024-11-29,7.34,9.25,0.99,7.77
W01067,S003,2024-11-30,18.43,11.48,2.4,7.11
W01068,S003,2024-12-01,1.46,4.92,2.38,0
W01069,S003,2024-12-02,-1.34,8.77,2.45,2.84
W01070,S003,2024-12-03,5.16,6.68,1.89,6.66
W01071,S003,2024-12-04,4.26,12.41,3.12,4.51
W01072,S003,2024-12-05,2.01,10.6,2.91,0
W01073,S003,2024-12-06,6.11,10.12,2.21,1.61
W01074,S003,2024-12-07,3.51,9.08,2.64,1.97
W01075,S003,2024-12-08,6.18,9.24,3.81,1.66
W01076,S003,2024-12-09,9.18,5.41,3.65,4.34
W01077,S003,2024-12-10,0.73,7.54,1.65,0
W01078,S003,2024-12-11,20.64,10.13,2.83,7.4
W01079,S003,2024-12-12,3.56,10.99,2.53,0
W01080,S003,2024-12-13,5.98,7.29,1.04,0
W01081,S003,2024-12-14,4.69,10.78,2.56,1.67
W01082,S003,2024-12-15,4.44,8.22,2.38,0
W01083,S003,2024-12-16,13.65,4.76,2.57,2.3
W01084,S003,2024-12-17,-2.06,8.0,0.97,3.96
W01085,S003,2024-12-18,-4.05,11.07,0.62,0
W01086,S003,2024-12-19,3.36,5.48,2.99,0
W01087,S003,2024-12-20,-4.35,5.07,1.44,0
W01088,S003,2024-12-21,5.64,5.11,2.58,0.67
W01089,S003,2024-12-22,8.53,9.32,3.16,0.94
W01090,S003,2024-12-23,-2.36,9.57,2.54,4.11
W01091,S003,2024-12-24,5.53,10.26,2.35,6.65
W01092,S003,2024-12-25,8.92,9.24,2.97,2.01
W01093,S003,2024-12-26,3.88,6.58,0.67,1.68
W01094,S003,2024-12-27,5.26,9.3,2.33,0
W01095,S003,2024-12-28,6.91,6.06,2.58,2.62
W01096,S003,2024-12-29,12.45,5.78,2.7,4.73
W01097,S003,2024-12-30,1.91,8.41,2.63,15.7
W01098,S003,2024-12-31,3.46,7.29,2.91,11.53
W01099,S004,2024-01-01,4.66,5.27,3.3,0
W01100,S004,2024-01-02,9.17,5.71,1.7,0.94
W01101,S004,2024-01-03,2.78,6.98,1.92,5.21
W01102,S004,2024-01-04,8.16,7.43,1.81,0.73
W01103,S004,2024-01-05,8.11,8.73,2.49,0
W01104,S004,2024-01-06,7.5,4.9,2.62,0
W01105,S004,2024-01-07,6.34,2.62,4.28,6.64
W01106,S004,2024-01-08,8.44,2.99,1.5,6.36
W01107,S004,2024-01-09,9.66,1,1.12,0
W01108,S004,2024-01-10,-0.38,3.44,0.43,8.13
W01109,S004,2024-01-11,8.71,2.68,0.32,2.62
W01110,S004,2024-01-12,9.34,4.52,1.61,4.94
W01111,S004,2024-01-13,9.4,5.08,2.73,0.93
W01112,S004,2024-01-14,0.65,3.86,2.58,0.78
W01113,S004,2024-01-15,7.17,7.26,3.34,3.19
W01114,S004,2024-01-16,6.12,2.33,2.42,0
W01115,S004,2024-01-17,4.57,3.22,2.54,2.65
W01116,S004,2024-01-18,4.27,6.24,1.09,0.11
W01117,S004,2024-01-19,8.56,4.13,2.96,0.9
W01118,S004,2024-01-20,4.3,2.49,2.25,5.28
W01119,S004,2024-01-21,17.22,7.91,2.01,4.69
W01120,S004,2024-01-22,7.56,5.41,1.32,3.43
W01121,S004,2024-01-23,4.97,6.21,2.81,5.23
W01122,S004,2024-01-24,7.95,4.54,1.86,0
W01123,S004,2024-01-25,12.96,7.05,4.12,5.01
W01124,S004,2024-01-26,0.79,3.25,1.88,1.95
W01125,S004,2024-01-27,5.79,5.29,0.1,0
W01126,S004,2024-01-28,7.98,4.33,2.76,3.52
W01127,S004,2024-01-29,11.41,4.44,0.92,1.9
W01128,S004,2024-01-30,11.1,3.34,2.47,5.57
W01129,S004,2024-01-31,2.79,4.64,2.62,0
W01130,S004,2024-02-01,4.9,5.11,0.67,2.35
W01131,S004,2024-02-02,0.47,6.64,0.96,6.94
W01132,S004,2024-02-03,2.98,1.6,2.37,2.97
W01133,S004,2024-02-04,10.57,3.69,3.12,2.29
W01134,S004,2024-02-05,10.44,5.78,2.36,3.82
W01135,S004,2024-02-06,13.02,4.57,3.02,0
W01136,S004,2024-02-07,4.56,4.8,2.48,4.28
W01137,S004,2024-02-08,12.62,7.93,2.4,0
W01138,S004,2024-02-09,1.04,2.9,0.36,0
W01139,S004,2024-02-10,2.22,6.43,1.76,0
W01140,S004,2024-02-11,13.76,4.69,1.6,4.34
W01141,S004,2024-02-12,5.26,3.78,2.67,4.4
W01142,S004,2024-02-13,11.42,8.19,1.17,4.07
W01143,S004,2024-02-14,6.3,6.51,3.48,0
W01144,S004,2024-02-15,4.46,6.91,3.06,0
W01145,S004,2024-02-16,12.93,6.51,2.08,3.0
W01146,S004,2024-02-17,7.78,5.9,1.36,0
W01147,S004,2024-02-18,8.33,3.75,1.29,6.12
W01148,S004,2024-02-19,9.91,4.81,1.42,1.7
W01149,S004,2024-02-20,21.38,4.45,1.45,5.06
W01150,S004,2024-02-21,4.79,5.24,2.5,1.6
W01151,S004,2024-02-22,2.36,8.08,1.41,9.73
W01152,S004,2024-02-23,6.86,4.99,2.52,4.89
W01153,S004,2024-02-24,18.79,7.47,1.01,0.66
W01154,S004,2024-02-25,11.81,3.99,1.49,0
W01155,S004,2024-02-26,8.25,3.07,1.55,0.2
W01156,S004,2024-02-27,4.47,3.02,1.76,7.41
W01157,S004,2024-02-28,15.87,7.47,1.44,13.7
W01158,S004,2024-02-29,7.33,5.06,1.25,0
W01159,S004,2024-03-01,10.13,3.04,3.87,1.57
W01160,S004,2024-03-02,11.51,4.75,3.58,2.24
W01161,S004,2024-03-03,20.09,7.42,3.93,2.92
W01162,S004,2024-03-04,9.51,6.03,1.78,4.28
W01163,S004,2024-03-05,20.18,8.97,3.75,0
W01164,S004,2024-03-06,12.56,3.95,4.87,4.76
W01165,S004,2024-03-07,7.03,6.73,3.98,4.85
W01166,S004,2024-03-08,14.83,2.74,1.97,0
W01167,S004,2024-03-09,21.02,2.39,4.06,0
W01168,S004,2024-03-10,20.19,4.71,3.66,0.8
W01169,S004,2024-03-11,11.13,3.81,3.75,3.86
W01170,S004,2024-03-12,20.14,2.17,3.32,6.23
W01171,S004,2024-03-13,15.03,4.82,2.0,0
W01172,S004,2024-03-14,16.92,4.15,2.56,4.59
W01173,S004,2024-03-15,14.17,3.59,2.18,0
W01174,S004,2024-03-16,14.22,3.9,1.82,0
W01175,S004,2024-03-17,13.28,6.0,3.66,4.05
W01176,S004,2024-03-18,11.64,5.61,3.95,0
W01177,S004,2024-03-19,12.37,4.61,3.72,4.31
W01178,S004,2024-03-20,7.63,3.37,2.74,3.83
W01179,S004,2024-03-21,17.7,4.25,3.81,3.09
W01180,S004,2024-03-22,16.59,4.43,3.3,7.95
W01181,S004,2024-03-23,7.27,8.94,2.61,3.61
W01182,S004,2024-03-24,12.35,6.4,2.42,0
W01183,S004,2024-03-25,13.76,7.17,3.0,3.83
W01184,S004,2024-03-26,16.23,4.76,2.74,7.14
W01185,S004,2024-03-27,23.78,4.91,3.61,0
W01186,S004,2024-03-28,12.03,5.94,3.33,0
W01187,S004,2024-03-29,24.04,5.46,4.13,1.28
W01188,S004,2024-03-30,7.5,3.91,3.56,0.03
W01189,S004,2024-03-31,17.17,6.49,2.83,4.51
W01190,S004,2024-04-01,14.41,4.38,2.73,1.56
W01191,S004,2024-04-02,16.88,3.65,2.81,0
W01192,S004,2024-04-03,17.44,4.37,4.42,3.34
W01193,S004,2024-04-04,20.42,7.76,3.95,0
W01194,S004,2024-04-05,11.42,3.34,3.4,0
W01195,S004,2024-04-06,23.59,4.56,3.5,0
W01196,S004,2024-04-07,16.57,4.75,4.19,2.87
W01197,S004,2024-04-08,19.83,6.6,2.91,0
W01198,S004,2024-04-09,11.6,2.82,2.1,4.53
W01199,S004,2024-04-10,23.84,7.02,4.18,0
W01200,S004,2024-04-11,19.92,3.71,3.61,0
W01201,S004,2024-04-12,9.43,6.05,4.26,10.65
W01202,S004,2024-04-13,28.82,5.19,4.43,2.89
W01203,S004,2024-04-14,14.02,5.69,3.06,1.59
W01204,S004,2024-04-15,6.48,3.86,2.2,1.94
W01205,S004,2024-04-16,12.43,3.22,1.92,0.75
W01206,S004,2024-04-17,19.75,2.64,3.01,0.94
W01207,S004,2024-04-18,12.15,1.65,3.18,7.65
W01208,S004,2024-04-19,14.98,6.78,4.0,1.13
W01209,S004,2024-04-20,17.37,3.52,4.28,6.55
W01210,S004,2024-04-21,12.09,1,3.16,0.23
W01211,S004,2024-04-22,6.9,1.23,4.64,2.43
W01212,S004,2024-04-23,19.08,3.93,4.25,10.75
W01213,S004,2024-04-24,14.32,3.32,3.82,5.35
W01214,S004,2024-04-25,24.46,5.03,3.25,2.84
W01215,S004,2024-04-26,17.61,4.59,4.81,1.75
W01216,S004,2024-04-27,21.6,4.2,2.82,0
W01217,S004,2024-04-28,17.74,5.53,3.96,3.73
W01218,S004,2024-04-29,21.83,6.64,3.85,11.11
W01219,S004,2024-04-30,11.68,4.46,3.25,1.44
W01220,S004,2024-05-01,22.77,7.54,5.37,1.01
W01221,S004,2024-05-02,17.95,2.61,4.07,4.41
W01222,S004,2024-05-03,12.93,5.53,3.92,0
W01223,S004,2024-05-04,6.95,4.59,3.9,2.48
W01224,S004,2024-05-05,13.8,2.33,5.78,3.86
W01225,S004,2024-05-06,13.65,8.02,5.0,7.32
W01226,S004,2024-05-07,17.29,2.79,4.88,0
W01227,S004,2024-05-08,7.46,5.86,3.28,0
W01228,S004,2024-05-09,12.01,6.72,6.81,4.54
W01229,S004,2024-05-10,10.42,1.71,4.9,4.94
W01230,S004,2024-05-11,26.18,3.5,5.43,0.77
W01231,S004,2024-05-12,20.64,2.43,4.5,0.29
W01232,S004,2024-05-13,13.03,4.85,4.68,9.0
W01233,S004,2024-05-14,20.3,5.98,4.03,1.83
W01234,S004,2024-05-15,9.59,5.3,5.82,6.61
W01235,S004,2024-05-16,22.57,3.8,5.27,5.73
W01236,S004,2024-05-17,20.83,3.3,4.41,3.89
W01237,S004,2024-05-18,20.77,6.21,4.47,0
W01238,S004,2024-05-19,23.56,4.95,3.58,4.53
W01239,S004,2024-05-20,15.75,2.54,5.07,5.86
W01240,S004,2024-05-21,28.21,4.61,4.34,4.88
W01241,S004,2024-05-22,8.91,8.3,6.8,0.86
W01242,S004,2024-05-23,14.25,4.16,3.4,0
W01243,S004,2024-05-24,14.69,3.84,3.54,2.68
W01244,S004,2024-05-25,21.45,5.81,5.01,0.57
W01245,S004,2024-05-26,21.43,3.15,5.03,3.58
W01246,S004,2024-05-27,18.15,6.82,4.45,6.96
W01247,S004,2024-05-28,28.04,5.09,5.43,0
W01248,S004,2024-05-29,18.91,4.74,5.21,1.6
W01249,S004,2024-05-30,18.05,7.69,5.78,0.51
W01250,S004,2024-05-31,16.25,4.13,5.5,1.18
W01251,S004,2024-06-01,13.88,9.17,6.05,3.03
W01252,S004,2024-06-02,18.48,2.95,5.02,5.14
W01253,S004,2024-06-03,14.16,5.78,3.68,2.09
W01254,S004,2024-06-04,16.6,1.61,5.07,5.42
W01255,S004,2024-06-05,16.5,3.76,4.71,1.56
W01256,S004,2024-06-06,19.06,5.57,3.28,1.94
W01257,S004,2024-06-07,21.31,3.51,4.92,0.76
W01258,S004,2024-06-08,19.91,3.56,3.79,0
W01259,S004,2024-06-09,14.42,8.73,4.24,9.07
W01260,S004,2024-06-10,22.48,5.94,5.2,0
W01261,S004,2024-06-11,10.15,7.87,5.71,0.96
W01262,S004,2024-06-12,15.04,2.55,4.98,6.91
W01263,S004,2024-06-13,19.25,4.0,5.04,2.93
W01264,S004,2024-06-14,17.93,4.87,5.96,8.78
W01265,S004,2024-06-15,11.64,4.02,4.67,5.73
W01266,S004,2024-06-16,16.49,3.8,4.72,0
W01267,S004,2024-06-17,16.04,4.55,7.05,0.8
W01268,S004,2024-06-18,14.42,4.9,3.4,1.94
W01269,S004,2024-06-19,22.64,5.34,4.64,2.69
W01270,S004,2024-06-20,9.43,3.97,5.47,1.39
W01271,S004,2024-06-21,22.09,4.48,3.57,6.87
W01272,S004,2024-06-22,13.35,6.52,4.9,0
W01273,S004,2024-06-23,12.85,3.53,5.12,0
W01274,S004,2024-06-24,15.4,6.8,6.35,1.41
W01275,S004,2024-06-25,17.51,4.76,4.2,3.83
W01276,S004,2024-06-26,7.71,4.2,4.93,3.11
W01277,S004,2024-06-27,10.34,8.19,4.89,0
W01278,S004,2024-06-28,15.95,6.8,3.06,1.99
W01279,S004,2024-06-29,15.14,4.12,4.25,7.67
W01280,S004,2024-06-30,16.8,4.21,4.61,4.88
W01281,S004,2024-07-01,11.23,5.64,5.01,4.77
W01282,S004,2024-07-02,16.74,2.69,4.78,4.51
W01283,S004,2024-07-03,15.44,2.76,6.07,3.12
W01284,S004,2024-07-04,20.95,6.22,4.22,2.52
W01285,S004,2024-07-05,23.14,2.12,5.45,1.4
W01286,S004,2024-07-06,21.05,3.48,3.19,0
W01287,S004,2024-07-07,16.27,4.66,5.74,6.83
W01288,S004,2024-07-08,18.22,4.93,5.1,3.62
W01289,S004,2024-07-09,13.34,2.69,3.58,0
W01290,S004,2024-07-10,21.81,1.28,4.17,0
W01291,S004,2024-07-11,17.22,4.7,4.91,0
W01292,S004,2024-07-12,17.71,6.11,4.43,11.8
W01293,S004,2024-07-13,16.16,6.53,3.43,8.21
W01294,S004,2024-07-14,12.71,7.36,5.13,4.39
W01295,S004,2024-07-15,16.91,6.57,3.62,2.75
W01296,S004,2024-07-16,11.63,4.91,4.37,0
W01297,S004,2024-07-17,13.84,4.86,6.48,1.45
W01298,S004,2024-07-18,11.58,3.19,4.55,3.92
W01299,S004,2024-07-19,21.67,7.89,5.42,3.17
W01300,S004,2024-07-20,14.06,5.63,4.63,6.29
W01301,S004,2024-07-21,11.69,4.16,5.15,9.3
W01302,S004,2024-07-22,5.6,4.27,4.86,3.19
W01303,S004,2024-07-23,22.87,4.2,4.44,0
W01304,S004,2024-07-24,12.75,5.26,4.73,0
W01305,S004,2024-07-25,18.59,7.55,4.74,7.68
W01306,S004,2024-07-26,22.88,2.91,4.54,5.58
W01307,S004,2024-07-27,14.4,4.25,5.57,2.72
W01308,S004,2024-07-28,22.91,6.28,3.93,0
W01309,S004,2024-07-29,10.86,4.15,6.27,7.84
W01310,S004,2024-07-30,19.44,6.22,6.78,1.8
W01311,S004,2024-07-31,18.95,7.23,5.29,0
W01312,S004,2024-08-01,10.38,6.8,4.99,2.92
W01313,S004,2024-08-02,13.58,7.21,4.05,0
W01314,S004,2024-08-03,19.76,7.17,5.01,0
W01315,S004,2024-08-04,19.26,3.79,3.18,0.23
W01316,S004,2024-08-05,13.84,6.9,5.23,0.43
W01317,S004,2024-08-06,10.97,5.73,4.32,1.68
W01318,S004,2024-08-07,13.92,2.55,4.94,5.01
W01319,S004,2024-08-08,18.7,7.45,5.26,0
W01320,S004,2024-08-09,18.25,6.64,5.67,7.21
W01321,S004,2024-08-10,8.86,3.44,4.31,2.9
W01322,S004,2024-08-11,11.84,3.15,5.12,0
W01323,S004,2024-08-12,12.51,3.24,4.56,4.14
W01324,S004,2024-08-13,11.6,4.2,5.18,0
W01325,S004,2024-08-14,14.46,8.16,5.34,6.36
W01326,S004,2024-08-15,18.59,6.06,4.34,0
W01327,S004,2024-08-16,19.4,3.8,5.29,5.87
W01328,S004,2024-08-17,10.94,5.65,4.91,1.08
W01329,S004,2024-08-18,18.55,3.75,4.94,4.94
W01330,S004,2024-08-19,9.72,5.12,5.29,0
W01331,S004,2024-08-20,12.76,4.43,5.63,3.64
W01332,S004,2024-08-21,22.48,6.13,4.82,8.01
W01333,S004,2024-08-22,20.78,5.51,2.41,1.1
W01334,S004,2024-08-23,21.35,6.06,4.82,8.23
W01335,S004,2024-08-24,21.67,5.34,3.41,11.4
W01336,S004,2024-08-25,14.94,5.5,4.59,0
W01337,S004,2024-08-26,13.76,1.14,5.55,4.05
W01338,S004,2024-08-27,14.43,3.68,6.66,0
W01339,S004,2024-08-28,22.89,5.25,5.35,2.13
W01340,S004,2024-08-29,18.14,8.34,4.86,0
W01341,S004,2024-08-30,18.69,5.07,5.05,3.13
W01342,S004,2024-08-31,20.61,3.08,6.19,0
W01343,S004,2024-09-01,15.64,4.98,4.07,0
W01344,S004,2024-09-02,19.05,9.28,4.03,6.73
W01345,S004,2024-09-03,18.05,7.66,1.84,0
W01346,S004,2024-09-04,19.06,3.32,3.13,4.4
W01347,S004,2024-09-05,13.22,6.03,3.53,5.22
W01348,S004,2024-09-06,20.93,7.15,2.99,0
W01349,S004,2024-09-07,19.66,1.3,2.13,8.06
W01350,S004,2024-09-08,10.81,5.68,3.86,0
W01351,S004,2024-09-09,19.93,4.08,3.17,0
W01352,S004,2024-09-10,20.25,5.76,4.41,12.48
W01353,S004,2024-09-11,19.5,4.45,2.42,3.29
W01354,S004,2024-09-12,15.23,4.93,3.83,0.8
W01355,S004,2024-09-13,19.95,5.48,2.31,3.75
W01356,S004,2024-09-14,26.64,5.14,3.27,4.15
W01357,S004,2024-09-15,15.99,3.85,4.59,6.1
W01358,S004,2024-09-16,18.75,6.45,4.08,3.14
W01359,S004,2024-09-17,15.93,4.04,0.88,0.36
W01360,S004,2024-09-18,13.23,7.05,3.58,6.97
W01361,S004,2024-09-19,16.62,9.72,3.6,5.15
W01362,S004,2024-09-20,14.37,5.92,3.9,3.36
W01363,S004,2024-09-21,16.5,4.69,3.47,3.09
W01364,S004,2024-09-22,12.48,4.81,4.19,1.81
W01365,S004,2024-09-23,10.8,5.37,3.2,7.13
W01366,S004,2024-09-24,11.05,3.29,1.16,7.48
W01367,S004,2024-09-25,19.11,6.39,3.65,0
W01368,S004,2024-09-26,14.07,8.29,4.72,4.04
W01369,S004,2024-09-27,14.59,5.03,3.16,2.08
W01370,S004,2024-09-28,18.69,3.52,1.08,0
W01371,S004,2024-09-29,22.05,3.87,2.18,0
W01372,S004,2024-09-30,13.2,2.34,4.65,5.44
W01373,S004,2024-10-01,2.8,6.46,2.17,3.68
W01374,S004,2024-10-02,14.08,4.37,4.19,2.5
W01375,S004,2024-10-03,14.38,2.1,4.35,4.68
W01376,S004,2024-10-04,20.99,4.29,2.29,1.99
W01377,S004,2024-10-05,14.47,7.55,1.69,5.54
W01378,S004,2024-10-06,13.14,4.46,3.02,0
W01379,S004,2024-10-07,6.14,7.92,3.55,6.09
W01380,S004,2024-10-08,14.97,5.66,2.91,11.16
W01381,S004,2024-10-09,17.16,4.91,2.94,0
W01382,S004,2024-10-10,15.28,4.62,3.29,2.15
W01383,S004,2024-10-11,10.44,7.02,3.73,0
W01384,S004,2024-10-12,16.95,3.18,2.57,0
W01385,S004,2024-10-13,7.81,5.92,3.73,8.45
W01386,S004,2024-10-14,16.81,5.33,3.55,7.6
W01387,S004,2024-10-15,18.31,4.12,3.33,7.16
W01388,S004,2024-10-16,14.22,7.29,4.39,6.71
W01389,S004,2024-10-17,19.46,4.51,3.73,2.1
W01390,S004,2024-10-18,8.02,4.18,3.05,2.98
W01391,S004,2024-10-19,13.15,5.34,4.43,4.97
W01392,S004,2024-10-20,16.25,4.94,2.3,1.34
W01393,S004,2024-10-21,19.71,6.04,3.79,1.92
W01394,S004,2024-10-22,16.11,6.53,2.84,3.72
W01395,S004,2024-10-23,13.71,2.51,4.81,0.43
W01396,S004,2024-10-24,21.4,2.31,2.31,5.4
W01397,S004,2024-10-25,13.4,7.01,2.87,1.51
W01398,S004,2024-10-26,15.63,3.89,2.59,4.34
W01399,S004,2024-10-27,11.38,2.03,4.41,6.28
W01400,S004,2024-10-28,19.13,4.64,2.87,0.15
W01401,S004,2024-10-29,13.07,1.35,2.22,2.01
W01402,S004,2024-10-30,17.67,8.03,3.22,0.95
W01403,S004,2024-10-31,8.5,5.25,3.69,6.55
W01404,S004,2024-11-01,14.05,3.57,0.1,7.82
W01405,S004,2024-11-02,7.38,4.39,1.98,0.53
W01406,S004,2024-11-03,12.97,1.61,0.52,3.86
W01407,S004,2024-11-04,11.91,4.83,4.56,0
W01408,S004,2024-11-05,11.06,6.01,1.4,8.25
W01409,S004,2024-11-06,13.33,6.49,1.14,0
W01410,S004,2024-11-07,9.24,6.66,2.48,2.93
W01411,S004,2024-11-08,7.94,4.45,0.99,0
W01412,S004,2024-11-09,9.08,4.48,2.97,0.22
W01413,S004,2024-11-10,2.07,2.49,1.33,0
W01414,S004,2024-11-11,10.14,1.94,1.98,1.8
W01415,S004,2024-11-12,14.18,10.15,1.04,6.65
W01416,S004,2024-11-13,10.96,5.58,1.71,1.43
