generation_id,asset_id,site_id,generation_date,energy_mwh,expected_energy_mwh,availability_percent,downtime_hours
G0007411,A00307,S003,2024-04-12,204.39,203.39,100.0,0
G0007412,A00308,S003,2024-04-12,204.9,203.39,100.0,0
G0007413,A00301,S003,2024-04-13,89.25,91.14,100.0,0
G0007414,A00302,S003,2024-04-13,89.69,91.14,100.0,0
G0007415,A00303,S003,2024-04-13,92.01,91.14,100.0,0
G0007416,A00304,S003,2024-04-13,44.76,91.14,50.0,12
G0007417,A00305,S003,2024-04-13,92.87,91.14,100.0,0
G0007418,A00306,S003,2024-04-13,93.07,91.14,100.0,0
G0007419,A00307,S003,2024-04-13,91.93,91.14,100.0,0
G0007420,A00308,S003,2024-04-13,89.83,91.14,100.0,0
G0007421,A00301,S003,2024-04-14,128.83,129.91,100.0,0
G0007422,A00302,S003,2024-04-14,107.08,129.91,83.33,4
G0007423,A00303,S003,2024-04-14,128.63,129.91,100.0,0
G0007424,A00304,S003,2024-04-14,88.18,129.91,66.67,8
G0007425,A00305,S003,2024-04-14,126.31,129.91,95.83,1
G0007426,A00306,S003,2024-04-14,103.47,129.91,100.0,0
G0007427,A00307,S003,2024-04-14,130.74,129.91,100.0,0
G0007428,A00308,S003,2024-04-14,130.54,129.91,100.0,0
G0007429,A00301,S003,2024-04-15,194.75,196.46,100.0,0
G0007430,A00302,S003,2024-04-15,197.96,196.46,100.0,0
G0007431,A00303,S003,2024-04-15,195.92,196.46,100.0,0
G0007432,A00304,S003,2024-04-15,188.28,196.46,95.83,1
G0007433,A00305,S003,2024-04-15,197.52,196.46,100.0,0
G0007434,A00306,S003,2024-04-15,198.21,196.46,100.0,0
G0007435,A00307,S003,2024-04-15,196.15,196.46,100.0,0
G0007436,A00308,S003,2024-04-15,194.64,196.46,100.0,0
G0007437,A00301,S003,2024-04-16,196.16,195.32,100.0,0
G0007438,A00302,S003,2024-04-16,196.72,195.32,100.0,0
G0007439,A00303,S003,2024-04-16,194.21,195.32,100.0,0
G0007440,A00304,S003,2024-04-16,193.83,195.32,100.0,0
G0007441,A00305,S003,2024-04-16,179.1,195.32,100.0,0
G0007442,A00306,S003,2024-04-16,195.91,195.32,100.0,0
G0007443,A00307,S003,2024-04-16,194.13,195.32,100.0,0
G0007444,A00308,S003,2024-04-16,196.07,195.32,100.0,0
G0007445,A00301,S003,2024-04-17,409.72,427.5,95.83,1
G0007446,A00302,S003,2024-04-17,426.8,427.5,100.0,0
G0007447,A00303,S003,2024-04-17,427.19,427.5,100.0,0
G0007448,A00304,S003,2024-04-17,425.67,427.5,100.0,0
G0007449,A00305,S003,2024-04-17,390.88,427.5,91.67,2
G0007450,A00306,S003,2024-04-17,392.55,427.5,100.0,0
G0007451,A00307,S003,2024-04-17,392.18,427.5,100.0,0
G0007452,A00308,S003,2024-04-17,426.03,427.5,100.0,0
G0007453,A00301,S003,2024-04-18,394.75,392.96,100.0,0
G0007454,A00302,S003,2024-04-18,394.34,392.96,100.0,0
G0007455,A00303,S003,2024-04-18,394.46,392.96,100.0,0
G0007456,A00304,S003,2024-04-18,393.24,392.96,100.0,0
G0007457,A00305,S003,2024-04-18,256.38,392.96,100.0,0
G0007458,A00306,S003,2024-04-18,392.35,392.96,100.0,0
G0007459,A00307,S003,2024-04-18,392.51,392.96,100.0,0
G0007460,A00308,S003,2024-04-18,261.36,392.96,66.67,8
G0007461,A00301,S003,2024-04-19,323.66,323.31,100.0,0
G0007462,A00302,S003,2024-04-19,322.13,323.31,100.0,0
G0007463,A00303,S003,2024-04-19,323.32,323.31,100.0,0
G0007464,A00304,S003,2024-04-19,321.38,323.31,100.0,0
G0007465,A00305,S003,2024-04-19,322.87,323.31,100.0,0
G0007466,A00306,S003,2024-04-19,322.97,323.31,100.0,0
G0007467,A00307,S003,2024-04-19,322.72,323.31,100.0,0
G0007468,A00308,S003,2024-04-19,321.98,323.31,100.0,0
G0007469,A00301,S003,2024-04-20,207.26,208.39,100.0,0
G0007470,A00302,S003,2024-04-20,209.4,208.39,100.0,0
G0007471,A00303,S003,2024-04-20,207.61,208.39,100.0,0
G0007472,A00304,S003,2024-04-20,207.69,208.39,100.0,0
G0007473,A00305,S003,2024-04-20,208.05,208.39,100.0,0
G0007474,A00306,S003,2024-04-20,206.45,208.39,100.0,0
G0007475,A00307,S003,2024-04-20,175.03,208.39,83.33,4
G0007476,A00308,S003,2024-04-20,207.71,208.39,100.0,0
G0007477,A00301,S003,2024-04-21,124.71,168.01,91.67,2
G0007478,A00302,S003,2024-04-21,134.42,168.01,100.0,0
G0007479,A00303,S003,2024-04-21,169.25,168.01,100.0,0
G0007480,A00304,S003,2024-04-21,166.93,168.01,100.0,0
G0007481,A00305,S003,2024-04-21,152.71,168.01,91.67,2
G0007482,A00306,S003,2024-04-21,169.41,168.01,100.0,0
G0007483,A00307,S003,2024-04-21,166.82,168.01,100.0,0
G0007484,A00308,S003,2024-04-21,168.68,168.01,100.0,0
G0007485,A00301,S003,2024-04-22,260.83,260.16,100.0,0
G0007486,A00302,S003,2024-04-22,261.12,260.16,100.0,0
G0007487,A00303,S003,2024-04-22,207.45,260.16,100.0,0
G0007488,A00304,S003,2024-04-22,258.35,260.16,100.0,0
G0007489,A00305,S003,2024-04-22,259.64,260.16,100.0,0
G0007490,A00306,S003,2024-04-22,258.43,260.16,100.0,0
G0007491,A00307,S003,2024-04-22,259.3,260.16,100.0,0
G0007492,A00308,S003,2024-04-22,258.45,260.16,100.0,0
G0007493,A00301,S003,2024-04-23,251.92,283.89,95.83,1
G0007494,A00302,S003,2024-04-23,283.66,283.89,100.0,0
G0007495,A00303,S003,2024-04-23,284.79,283.89,100.0,0
G0007496,A00304,S003,2024-04-23,283.28,283.89,100.0,0
G0007497,A00305,S003,2024-04-23,114.37,283.89,50.0,12
G0007498,A00306,S003,2024-04-23,261.8,283.89,100.0,0
G0007499,A00307,S003,2024-04-23,285.15,283.89,100.0,0
G0007500,A00308,S003,2024-04-23,236.82,283.89,83.33,4
G0007501,A00301,S003,2024-04-24,241.42,241.49,100.0,0
G0007502,A00302,S003,2024-04-24,242.38,241.49,100.0,0
G0007503,A00303,S003,2024-04-24,221.55,241.49,100.0,0
G0007504,A00304,S003,2024-04-24,194.86,241.49,100.0,0
G0007505,A00305,S003,2024-04-24,240.96,241.49,100.0,0
G0007506,A00306,S003,2024-04-24,240.24,241.49,100.0,0
G0007507,A00307,S003,2024-04-24,242.46,241.49,100.0,0
G0007508,A00308,S003,2024-04-24,202.27,241.49,83.33,4
G0007509,A00301,S003,2024-04-25,296.09,296.56,100.0,0
G0007510,A00302,S003,2024-04-25,294.69,296.56,100.0,0
G0007511,A00303,S003,2024-04-25,192.51,296.56,100.0,0
G0007512,A00304,S003,2024-04-25,296.75,296.56,100.0,0
G0007513,A00305,S003,2024-04-25,296.87,296.56,100.0,0
G0007514,A00306,S003,2024-04-25,295.43,296.56,100.0,0
G0007515,A00307,S003,2024-04-25,295.45,296.56,100.0,0
G0007516,A00308,S003,2024-04-25,192.26,296.56,100.0,0
G0007517,A00301,S003,2024-04-26,426.8,427.5,100.0,0
G0007518,A00302,S003,2024-04-26,393.66,427.5,100.0,0
G0007519,A00303,S003,2024-04-26,428.77,427.5,100.0,0
G0007520,A00304,S003,2024-04-26,428.4,427.5,100.0,0
G0007521,A00305,S003,2024-04-26,409.67,427.5,95.83,1
G0007522,A00306,S003,2024-04-26,426.92,427.5,100.0,0
G0007523,A00307,S003,2024-04-26,428.9,427.5,100.0,0
G0007524,A00308,S003,2024-04-26,285.36,427.5,66.67,8
G0007525,A00301,S003,2024-04-27,281.67,305.36,100.0,0
G0007526,A00302,S003,2024-04-27,306.76,305.36,100.0,0
G0007527,A00303,S003,2024-04-27,281.36,305.36,100.0,0
G0007528,A00304,S003,2024-04-27,303.64,305.36,100.0,0
G0007529,A00305,S003,2024-04-27,279.07,305.36,100.0,0
G0007530,A00306,S003,2024-04-27,304.93,305.36,100.0,0
G0007531,A00307,S003,2024-04-27,306.27,305.36,100.0,0
G0007532,A00308,S003,2024-04-27,304.29,305.36,100.0,0
G0007533,A00301,S003,2024-04-28,422.29,421.99,100.0,0
G0007534,A00302,S003,2024-04-28,420.79,421.99,100.0,0
G0007535,A00303,S003,2024-04-28,337.76,421.99,100.0,0
G0007536,A00304,S003,2024-04-28,422.51,421.99,100.0,0
G0007537,A00305,S003,2024-04-28,349.82,421.99,83.33,4
G0007538,A00306,S003,2024-04-28,386.29,421.99,100.0,0
G0007539,A00307,S003,2024-04-28,423.29,421.99,100.0,0
G0007540,A00308,S003,2024-04-28,423.27,421.99,100.0,0
G0007541,A00301,S003,2024-04-29,145.56,143.61,100.0,0
G0007542,A00302,S003,2024-04-29,92.9,143.61,100.0,0
G0007543,A00303,S003,2024-04-29,142.89,143.61,100.0,0
G0007544,A00304,S003,2024-04-29,145.41,143.61,100.0,0
G0007545,A00305,S003,2024-04-29,144.88,143.61,100.0,0
G0007546,A00306,S003,2024-04-29,142.77,143.61,100.0,0
G0007547,A00307,S003,2024-04-29,143.65,143.61,100.0,0
G0007548,A00308,S003,2024-04-29,144.27,143.61,100.0,0
G0007549,A00301,S003,2024-04-30,426.17,427.5,100.0,0
G0007550,A00302,S003,2024-04-30,426.39,427.5,100.0,0
G0007551,A00303,S003,2024-04-30,427.16,427.5,100.0,0
G0007552,A00304,S003,2024-04-30,427.31,427.5,100.0,0
G0007553,A00305,S003,2024-04-30,429.0,427.5,100.0,0
G0007554,A00306,S003,2024-04-30,425.63,427.5,100.0,0
G0007555,A00307,S003,2024-04-30,393.81,427.5,91.67,2
G0007556,A00308,S003,2024-04-30,426.93,427.5,100.0,0
G0007557,A00301,S003,2024-05-01,315.47,315.35,100.0,0
G0007558,A00302,S003,2024-05-01,303.25,315.35,95.83,1
G0007559,A00303,S003,2024-05-01,288.44,315.35,91.67,2
G0007560,A00304,S003,2024-05-01,251.41,315.35,100.0,0
G0007561,A00305,S003,2024-05-01,314.81,315.35,100.0,0
G0007562,A00306,S003,2024-05-01,314.78,315.35,100.0,0
G0007563,A00307,S003,2024-05-01,316.58,315.35,100.0,0
G0007564,A00308,S003,2024-05-01,287.66,315.35,91.67,2
G0007565,A00301,S003,2024-05-02,270.49,323.07,83.33,4
G0007566,A00302,S003,2024-05-02,259.73,323.07,100.0,0
G0007567,A00303,S003,2024-05-02,298.37,323.07,100.0,0
G0007568,A00304,S003,2024-05-02,322.78,323.07,100.0,0
G0007569,A00305,S003,2024-05-02,322.54,323.07,100.0,0
G0007570,A00306,S003,2024-05-02,297.35,323.07,100.0,0
G0007571,A00307,S003,2024-05-02,321.91,323.07,100.0,0
G0007572,A00308,S003,2024-05-02,322.36,323.07,100.0,0
G0007573,A00301,S003,2024-05-03,214.31,232.72,91.67,2
G0007574,A00302,S003,2024-05-03,231.55,232.72,100.0,0
G0007575,A00303,S003,2024-05-03,234.61,232.72,100.0,0
G0007576,A00304,S003,2024-05-03,230.94,232.72,100.0,0
G0007577,A00305,S003,2024-05-03,206.07,232.72,95.83,1
G0007578,A00306,S003,2024-05-03,212.94,232.72,91.67,2
G0007579,A00307,S003,2024-05-03,233.94,232.72,100.0,0
G0007580,A00308,S003,2024-05-03,117.99,232.72,50.0,12
G0007581,A00301,S003,2024-05-04,85.42,106.72,100.0,0
G0007582,A00302,S003,2024-05-04,107.67,106.72,100.0,0
G0007583,A00303,S003,2024-05-04,108.29,106.72,100.0,0
G0007584,A00304,S003,2024-05-04,106.95,106.72,100.0,0
G0007585,A00305,S003,2024-05-04,106.5,106.72,100.0,0
G0007586,A00306,S003,2024-05-04,107.01,106.72,100.0,0
G0007587,A00307,S003,2024-05-04,96.45,106.72,91.67,2
G0007588,A00308,S003,2024-05-04,90.11,106.72,83.33,4
G0007589,A00301,S003,2024-05-05,344.0,427.5,100.0,0
G0007590,A00302,S003,2024-05-05,426.5,427.5,100.0,0
G0007591,A00303,S003,2024-05-05,391.24,427.5,91.67,2
G0007592,A00304,S003,2024-05-05,426.77,427.5,100.0,0
G0007593,A00305,S003,2024-05-05,375.25,427.5,95.83,1
G0007594,A00306,S003,2024-05-05,427.11,427.5,100.0,0
G0007595,A00307,S003,2024-05-05,408.29,427.5,95.83,1
G0007596,A00308,S003,2024-05-05,427.95,427.5,100.0,0
G0007597,A00301,S003,2024-05-06,55.6,54.43,100.0,0
G0007598,A00302,S003,2024-05-06,53.21,54.43,100.0,0
G0007599,A00303,S003,2024-05-06,54.1,54.43,100.0,0
G0007600,A00304,S003,2024-05-06,53.97,54.43,100.0,0
G0007601,A00305,S003,2024-05-06,52.63,54.43,100.0,0
G0007602,A00306,S003,2024-05-06,42.24,54.43,100.0,0
G0007603,A00307,S003,2024-05-06,54.19,54.43,100.0,0
G0007604,A00308,S003,2024-05-06,54.01,54.43,100.0,0
G0007605,A00301,S003,2024-05-07,162.46,162.91,100.0,0
G0007606,A00302,S003,2024-05-07,164.48,162.91,100.0,0
G0007607,A00303,S003,2024-05-07,131.13,162.91,100.0,0
G0007608,A00304,S003,2024-05-07,164.15,162.91,100.0,0
G0007609,A00305,S003,2024-05-07,161.23,162.91,100.0,0
G0007610,A00306,S003,2024-05-07,164.32,162.91,100.0,0
G0007611,A00307,S003,2024-05-07,161.82,162.91,100.0,0
G0007612,A00308,S003,2024-05-07,162.46,162.91,100.0,0
G0007613,A00301,S003,2024-05-08,156.13,170.55,100.0,0
G0007614,A00302,S003,2024-05-08,170.37,170.55,100.0,0
G0007615,A00303,S003,2024-05-08,169.2,170.55,100.0,0
G0007616,A00304,S003,2024-05-08,157.44,170.55,100.0,0
G0007617,A00305,S003,2024-05-08,170.08,170.55,100.0,0
G0007618,A00306,S003,2024-05-08,171.19,170.55,100.0,0
G0007619,A00307,S003,2024-05-08,149.55,170.55,95.83,1
G0007620,A00308,S003,2024-05-08,171.0,170.55,100.0,0
G0007621,A00301,S003,2024-05-09,72.42,76.98,100.0,0
G0007622,A00302,S003,2024-05-09,64.65,76.98,83.33,4
G0007623,A00303,S003,2024-05-09,51.53,76.98,100.0,0
G0007624,A00304,S003,2024-05-09,70.54,76.98,100.0,0
G0007625,A00305,S003,2024-05-09,75.59,76.98,100.0,0
G0007626,A00306,S003,2024-05-09,76.04,76.98,100.0,0
G0007627,A00307,S003,2024-05-09,78.18,76.98,100.0,0
G0007628,A00308,S003,2024-05-09,75.66,76.98,100.0,0
G0007629,A00301,S003,2024-05-10,336.0,334.64,100.0,0
G0007630,A00302,S003,2024-05-10,333.58,334.64,100.0,0
G0007631,A00303,S003,2024-05-10,335.7,334.64,100.0,0
G0007632,A00304,S003,2024-05-10,333.66,334.64,100.0,0
G0007633,A00305,S003,2024-05-10,309.33,334.64,100.0,0
G0007634,A00306,S003,2024-05-10,333.35,334.64,100.0,0
G0007635,A00307,S003,2024-05-10,334.68,334.64,100.0,0
G0007636,A00308,S003,2024-05-10,336.02,334.64,100.0,0
G0007637,A00301,S003,2024-05-11,164.3,166.11,100.0,0
G0007638,A00302,S003,2024-05-11,168.06,166.11,100.0,0
G0007639,A00303,S003,2024-05-11,165.04,166.11,100.0,0
G0007640,A00304,S003,2024-05-11,167.97,166.11,100.0,0
G0007641,A00305,S003,2024-05-11,164.79,166.11,100.0,0
G0007642,A00306,S003,2024-05-11,168.01,166.11,100.0,0
G0007643,A00307,S003,2024-05-11,164.3,166.11,100.0,0
G0007644,A00308,S003,2024-05-11,123.18,166.11,91.67,2
G0007645,A00301,S003,2024-05-12,153.84,152.81,100.0,0
G0007646,A00302,S003,2024-05-12,150.92,152.81,100.0,0
G0007647,A00303,S003,2024-05-12,153.04,152.81,100.0,0
G0007648,A00304,S003,2024-05-12,151.0,152.81,100.0,0
G0007649,A00305,S003,2024-05-12,123.27,152.81,100.0,0
G0007650,A00306,S003,2024-05-12,141.23,152.81,100.0,0
G0007651,A00307,S003,2024-05-12,153.04,152.81,100.0,0
G0007652,A00308,S003,2024-05-12,151.05,152.81,100.0,0
G0007653,A00301,S003,2024-05-13,222.27,223.77,100.0,0
G0007654,A00302,S003,2024-05-13,222.57,223.77,100.0,0
G0007655,A00303,S003,2024-05-13,223.79,223.77,100.0,0
G0007656,A00304,S003,2024-05-13,205.82,223.77,91.67,2
G0007657,A00305,S003,2024-05-13,222.88,223.77,100.0,0
G0007658,A00306,S003,2024-05-13,222.31,223.77,100.0,0
G0007659,A00307,S003,2024-05-13,225.17,223.77,100.0,0
G0007660,A00308,S003,2024-05-13,224.0,223.77,100.0,0
G0007661,A00301,S003,2024-05-14,263.79,285.46,100.0,0
G0007662,A00302,S003,2024-05-14,284.68,285.46,100.0,0
G0007663,A00303,S003,2024-05-14,283.53,285.46,100.0,0
G0007664,A00304,S003,2024-05-14,287.36,285.46,100.0,0
G0007665,A00305,S003,2024-05-14,285.7,285.46,100.0,0
G0007666,A00306,S003,2024-05-14,262.63,285.46,91.67,2
G0007667,A00307,S003,2024-05-14,285.3,285.46,100.0,0
G0007668,A00308,S003,2024-05-14,284.45,285.46,100.0,0
G0007669,A00301,S003,2024-05-15,152.71,153.83,100.0,0
G0007670,A00302,S003,2024-05-15,122.02,153.83,100.0,0
G0007671,A00303,S003,2024-05-15,141.11,153.83,100.0,0
G0007672,A00304,S003,2024-05-15,152.55,153.83,100.0,0
G0007673,A00305,S003,2024-05-15,140.68,153.83,100.0,0
G0007674,A00306,S003,2024-05-15,155.07,153.83,100.0,0
G0007675,A00307,S003,2024-05-15,153.14,153.83,100.0,0
G0007676,A00308,S003,2024-05-15,141.32,153.83,100.0,0
G0007677,A00301,S003,2024-05-16,198.88,198.47,100.0,0
G0007678,A00302,S003,2024-05-16,158.12,198.47,100.0,0
G0007679,A00303,S003,2024-05-16,196.85,198.47,100.0,0
G0007680,A00304,S003,2024-05-16,197.47,198.47,100.0,0
G0007681,A00305,S003,2024-05-16,182.76,198.47,100.0,0
G0007682,A00306,S003,2024-05-16,158.85,198.47,100.0,0
G0007683,A00307,S003,2024-05-16,199.17,198.47,100.0,0
G0007684,A00308,S003,2024-05-16,197.58,198.47,100.0,0
G0007685,A00301,S003,2024-05-17,66.18,66.16,100.0,0
G0007686,A00302,S003,2024-05-17,65.85,66.16,100.0,0
G0007687,A00303,S003,2024-05-17,66.18,66.16,100.0,0
G0007688,A00304,S003,2024-05-17,64.44,66.16,100.0,0
G0007689,A00305,S003,2024-05-17,68.14,66.16,100.0,0
G0007690,A00306,S003,2024-05-17,51.37,66.16,100.0,0
G0007691,A00307,S003,2024-05-17,64.79,66.16,100.0,0
G0007692,A00308,S003,2024-05-17,67.24,66.16,100.0,0
G0007693,A00301,S003,2024-05-18,310.5,309.9,100.0,0
G0007694,A00302,S003,2024-05-18,258.75,309.9,83.33,4
G0007695,A00303,S003,2024-05-18,310.78,309.9,100.0,0
G0007696,A00304,S003,2024-05-18,156.45,309.9,50.0,12
G0007697,A00305,S003,2024-05-18,311.08,309.9,100.0,0
G0007698,A00306,S003,2024-05-18,297.11,309.9,95.83,1
G0007699,A00307,S003,2024-05-18,309.88,309.9,100.0,0
G0007700,A00308,S003,2024-05-18,284.13,309.9,100.0,0
G0007701,A00301,S003,2024-05-19,291.65,290.52,100.0,0
G0007702,A00302,S003,2024-05-19,291.96,290.52,100.0,0
G0007703,A00303,S003,2024-05-19,291.62,290.52,100.0,0
G0007704,A00304,S003,2024-05-19,194.01,290.52,66.67,8
G0007705,A00305,S003,2024-05-19,290.53,290.52,100.0,0
G0007706,A00306,S003,2024-05-19,290.33,290.52,100.0,0
G0007707,A00307,S003,2024-05-19,189.68,290.52,100.0,0
G0007708,A00308,S003,2024-05-19,291.97,290.52,100.0,0
G0007709,A00301,S003,2024-05-20,429.01,427.5,100.0,0
G0007710,A00302,S003,2024-05-20,342.03,427.5,100.0,0
G0007711,A00303,S003,2024-05-20,429.26,427.5,100.0,0
G0007712,A00304,S003,2024-05-20,429.14,427.5,100.0,0
G0007713,A00305,S003,2024-05-20,429.4,427.5,100.0,0
G0007714,A00306,S003,2024-05-20,427.86,427.5,100.0,0
G0007715,A00307,S003,2024-05-20,425.98,427.5,100.0,0
G0007716,A00308,S003,2024-05-20,428.04,427.5,100.0,0
G0007717,A00301,S003,2024-05-21,428.67,427.5,100.0,0
G0007718,A00302,S003,2024-05-21,392.94,427.5,100.0,0
G0007719,A00303,S003,2024-05-21,427.42,427.5,100.0,0
G0007720,A00304,S003,2024-05-21,279.4,427.5,100.0,0
G0007721,A00305,S003,2024-05-21,425.91,427.5,100.0,0
G0007722,A00306,S003,2024-05-21,427.14,427.5,100.0,0
G0007723,A00307,S003,2024-05-21,277.71,427.5,100.0,0
G0007724,A00308,S003,2024-05-21,426.68,427.5,100.0,0
G0007725,A00301,S003,2024-05-22,123.24,132.45,100.0,0
G0007726,A00302,S003,2024-05-22,131.43,132.45,100.0,0
G0007727,A00303,S003,2024-05-22,86.39,132.45,100.0,0
G0007728,A00304,S003,2024-05-22,133.99,132.45,100.0,0
G0007729,A00305,S003,2024-05-22,121.39,132.45,100.0,0
G0007730,A00306,S003,2024-05-22,127.54,132.45,95.83,1
G0007731,A00307,S003,2024-05-22,133.22,132.45,100.0,0
G0007732,A00308,S003,2024-05-22,130.58,132.45,100.0,0
G0007733,A00301,S003,2024-05-23,179.89,189.41,95.83,1
G0007734,A00302,S003,2024-05-23,190.67,189.41,100.0,0
G0007735,A00303,S003,2024-05-23,191.29,189.41,100.0,0
G0007736,A00304,S003,2024-05-23,189.95,189.41,100.0,0
G0007737,A00305,S003,2024-05-23,190.17,189.41,100.0,0
G0007738,A00306,S003,2024-05-23,188.3,189.41,100.0,0
G0007739,A00307,S003,2024-05-23,159.49,189.41,83.33,4
G0007740,A00308,S003,2024-05-23,190.96,189.41,100.0,0
G0007741,A00301,S003,2024-05-24,261.38,260.16,100.0,0
G0007742,A00302,S003,2024-05-24,239.59,260.16,100.0,0
G0007743,A00303,S003,2024-05-24,259.79,260.16,100.0,0
G0007744,A00304,S003,2024-05-24,261.1,260.16,100.0,0
G0007745,A00305,S003,2024-05-24,175.3,260.16,66.67,8
G0007746,A00306,S003,2024-05-24,238.07,260.16,91.67,2
G0007747,A00307,S003,2024-05-24,258.67,260.16,100.0,0
G0007748,A00308,S003,2024-05-24,239.83,260.16,91.67,2
G0007749,A00301,S003,2024-05-25,111.91,110.41,100.0,0
G0007750,A00302,S003,2024-05-25,111.0,110.41,100.0,0
G0007751,A00303,S003,2024-05-25,110.34,110.41,100.0,0
G0007752,A00304,S003,2024-05-25,111.19,110.41,100.0,0
G0007753,A00305,S003,2024-05-25,107.32,110.41,95.83,1
G0007754,A00306,S003,2024-05-25,112.33,110.41,100.0,0
G0007755,A00307,S003,2024-05-25,109.42,110.41,100.0,0
G0007756,A00308,S003,2024-05-25,108.68,110.41,100.0,0
G0007757,A00301,S003,2024-05-26,162.5,161.77,100.0,0
G0007758,A00302,S003,2024-05-26,163.43,161.77,100.0,0
G0007759,A00303,S003,2024-05-26,160.28,161.77,100.0,0
G0007760,A00304,S003,2024-05-26,148.63,161.77,100.0,0
G0007761,A00305,S003,2024-05-26,103.16,161.77,100.0,0
G0007762,A00306,S003,2024-05-26,162.65,161.77,100.0,0
G0007763,A00307,S003,2024-05-26,162.87,161.77,100.0,0
G0007764,A00308,S003,2024-05-26,154.01,161.77,95.83,1
G0007765,A00301,S003,2024-05-27,412.52,414.04,100.0,0
G0007766,A00302,S003,2024-05-27,415.06,414.04,100.0,0
G0007767,A00303,S003,2024-05-27,415.45,414.04,100.0,0
G0007768,A00304,S003,2024-05-27,415.54,414.04,100.0,0
G0007769,A00305,S003,2024-05-27,267.3,414.04,100.0,0
G0007770,A00306,S003,2024-05-27,414.89,414.04,100.0,0
G0007771,A00307,S003,2024-05-27,276.99,414.04,66.67,8
G0007772,A00308,S003,2024-05-27,398.72,414.04,95.83,1
G0007773,A00301,S003,2024-05-28,132.51,134.35,100.0,0
G0007774,A00302,S003,2024-05-28,132.63,134.35,100.0,0
G0007775,A00303,S003,2024-05-28,132.44,134.35,100.0,0
G0007776,A00304,S003,2024-05-28,136.18,134.35,100.0,0
G0007777,A00305,S003,2024-05-28,134.04,134.35,100.0,0
G0007778,A00306,S003,2024-05-28,135.1,134.35,100.0,0
G0007779,A00307,S003,2024-05-28,123.19,134.35,100.0,0
G0007780,A00308,S003,2024-05-28,134.84,134.35,100.0,0
G0007781,A00301,S003,2024-05-29,227.67,247.95,100.0,0
G0007782,A00302,S003,2024-05-29,246.27,247.95,100.0,0
G0007783,A00303,S003,2024-05-29,249.83,247.95,100.0,0
G0007784,A00304,S003,2024-05-29,229.15,247.95,100.0,0
G0007785,A00305,S003,2024-05-29,228.16,247.95,100.0,0
G0007786,A00306,S003,2024-05-29,198.86,247.95,100.0,0
G0007787,A00307,S003,2024-05-29,198.64,247.95,100.0,0
G0007788,A00308,S003,2024-05-29,247.03,247.95,100.0,0
G0007789,A00301,S003,2024-05-30,66.32,67.8,100.0,0
G0007790,A00302,S003,2024-05-30,66.39,67.8,100.0,0
G0007791,A00303,S003,2024-05-30,45.74,67.8,100.0,0
G0007792,A00304,S003,2024-05-30,66.19,67.8,100.0,0
G0007793,A00305,S003,2024-05-30,66.33,67.8,95.83,1
G0007794,A00306,S003,2024-05-30,67.39,67.8,100.0,0
G0007795,A00307,S003,2024-05-30,67.82,67.8,100.0,0
G0007796,A00308,S003,2024-05-30,54.31,67.8,100.0,0
G0007797,A00301,S003,2024-05-31,69.04,68.79,100.0,0
G0007798,A00302,S003,2024-05-31,68.52,68.79,100.0,0
G0007799,A00303,S003,2024-05-31,68.27,68.79,100.0,0
G0007800,A00304,S003,2024-05-31,68.62,68.79,100.0,0
G0007801,A00305,S003,2024-05-31,67.73,68.79,100.0,0
G0007802,A00306,S003,2024-05-31,67.8,68.79,100.0,0
G0007803,A00307,S003,2024-05-31,69.8,68.79,100.0,0
G0007804,A00308,S003,2024-05-31,46.05,68.79,100.0,0
G0007805,A00301,S003,2024-06-01,215.06,232.05,100.0,0
G0007806,A00302,S003,2024-06-01,223.09,232.05,95.83,1
G0007807,A00303,S003,2024-06-01,233.52,232.05,100.0,0
G0007808,A00304,S003,2024-06-01,232.33,232.05,100.0,0
G0007809,A00305,S003,2024-06-01,230.9,232.05,100.0,0
G0007810,A00306,S003,2024-06-01,223.17,232.05,95.83,1
G0007811,A00307,S003,2024-06-01,233.85,232.05,100.0,0
G0007812,A00308,S003,2024-06-01,233.4,232.05,100.0,0
G0007813,A00301,S003,2024-06-02,428.48,427.5,100.0,0
G0007814,A00302,S003,2024-06-02,425.71,427.5,100.0,0
G0007815,A00303,S003,2024-06-02,392.48,427.5,100.0,0
G0007816,A00304,S003,2024-06-02,427.37,427.5,100.0,0
G0007817,A00305,S003,2024-06-02,428.07,427.5,100.0,0
G0007818,A00306,S003,2024-06-02,428.51,427.5,100.0,0
G0007819,A00307,S003,2024-06-02,343.73,427.5,100.0,0
G0007820,A00308,S003,2024-06-02,429.26,427.5,100.0,0
G0007821,A00301,S003,2024-06-03,214.15,215.14,100.0,0
G0007822,A00302,S003,2024-06-03,213.56,215.14,100.0,0
G0007823,A00303,S003,2024-06-03,213.51,215.14,100.0,0
G0007824,A00304,S003,2024-06-03,217.12,215.14,100.0,0
G0007825,A00305,S003,2024-06-03,215.47,215.14,100.0,0
G0007826,A00306,S003,2024-06-03,216.47,215.14,100.0,0
G0007827,A00307,S003,2024-06-03,216.17,215.14,100.0,0
G0007828,A00308,S003,2024-06-03,215.89,215.14,100.0,0
G0007829,A00301,S003,2024-06-04,103.96,104.06,100.0,0
G0007830,A00302,S003,2024-06-04,84.57,104.06,100.0,0
G0007831,A00303,S003,2024-06-04,102.58,104.06,100.0,0
G0007832,A00304,S003,2024-06-04,82.52,104.06,100.0,0
